SK_ID_CURR,Contrat,Genre,Voiture,AMT_CREDIT,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_REGISTRATION,DAYS_ID_PUBLISH,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_PHONE,OCCUPATION_TYPE,REGION_RATING_CLIENT_W_CITY,REG_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,DEF_30_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,Age,Duree,Anciennete,count,max,ANCxCRED,ANC_par_CRED,Anc_Age
380415,0.0,0.0,0.0,328405.5,7.0,4.0,1.0,0.004849,-10442.0,-620.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,-1359.0,29.03835616438356,13.669039145907472,4.035616438356165,0.0,0.0,1325318.6342465754,1.2288516600227965e-05,0.1389753750353807
384687,0.0,0.0,1.0,495891.0,3.0,4.0,1.0,0.018029,-1476.0,-4730.0,0.0,0.0,0.0,18.0,3.0,0.0,0.0,0.0,0.0,57.0,0.0,-589.0,58.16986301369863,10.532160948102838,0.0,0.0,0.0,0.0,0.0,0.0
360202,0.0,1.0,0.0,454500.0,7.0,4.0,1.0,0.018801,-3766.0,-4669.0,1.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,-3056.0,43.57534246575342,34.20250592617677,2.756164383561644,2.0,-658.0,1252676.7123287672,6.064168060641681e-06,0.06325055014146495
175396,0.0,0.0,0.0,545040.0,3.0,4.0,1.0,0.020246,-2082.0,-4077.0,0.0,0.0,0.0,18.0,3.0,0.0,0.0,0.0,0.0,57.0,0.0,-2559.0,58.79178082191781,26.359085963003263,0.0,1.0,-215.0,0.0,0.0,0.0
317231,0.0,0.0,0.0,247500.0,3.0,4.0,1.0,0.0096569999999999,-3051.0,-4042.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,57.0,0.0,-1920.0,62.47945205479452,27.44510978043912,0.0,0.0,0.0,0.0,0.0,0.0
205332,0.0,1.0,0.0,673875.0,3.0,4.0,1.0,0.009334,-1689.0,-4669.0,0.0,0.0,1.0,18.0,2.0,0.0,0.0,0.0,0.0,57.0,0.0,-117.0,60.42465753424658,33.98003176764239,0.0,3.0,-117.0,0.0,0.0,0.0
224155,0.0,0.0,0.0,942300.0,3.0,4.0,1.0,0.019101,-7810.0,-1065.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,57.0,0.0,-2174.0,61.68219178082192,34.043245000812874,0.0,0.0,0.0,0.0,0.0,0.0
316075,0.0,0.0,1.0,276277.5,1.0,4.0,1.0,0.0105,-2915.0,-1557.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,32.706849315068496,15.535172064777328,5.923287671232877,1.0,-556.0,1636471.109589041,2.1439631063814014e-05,0.1811023622047244
232875,0.0,0.0,1.0,254700.0,7.0,4.0,1.0,0.031329,-460.0,-4124.0,1.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,16.0,0.0,-2404.0,43.632876712328766,13.64842054497227,0.7726027397260274,1.0,-2163.0,196781.91780821918,3.033383351888604e-06,0.01770689438653774
127829,0.0,1.0,1.0,979992.0,7.0,4.0,1.0,0.005002,-5614.0,-3990.0,1.0,0.0,0.0,18.0,3.0,0.0,0.0,0.0,0.0,30.0,0.0,-4.0,42.81369863013698,37.723194179802526,1.9726027397260273,4.0,-816.0,1933134.9041095888,2.012876370139784e-06,0.0460741025148781
257054,0.0,0.0,1.0,1255680.0,7.0,4.0,1.0,0.010032,-478.0,-4572.0,1.0,1.0,0.0,14.0,2.0,0.0,0.0,1.0,1.0,42.0,0.0,-897.0,39.654794520547945,30.16322559723273,3.117808219178082,1.0,-76.0,3914969.424657534,2.482963986985603e-06,0.07862373911841923
344899,0.0,1.0,0.0,545040.0,7.0,4.0,1.0,0.003813,-2829.0,-2073.0,1.0,0.0,0.0,9.0,2.0,0.0,0.0,1.0,1.0,42.0,0.0,0.0,36.81917808219178,21.34273127753304,0.7342465753424657,1.0,-512.0,400193.7534246575,1.3471425497990344e-06,0.019941959967259466
298612,0.0,0.0,0.0,495985.5,3.0,4.0,1.0,0.0105,-6622.0,-4991.0,0.0,0.0,1.0,18.0,3.0,0.0,0.0,0.0,0.0,57.0,0.0,-1476.0,41.29041095890411,20.448794063079777,0.0,3.0,-68.0,0.0,0.0,0.0
327663,0.0,0.0,0.0,497520.0,1.0,4.0,1.0,0.02461,-3131.0,-2018.0,1.0,0.0,1.0,18.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,-343.0,25.583561643835615,18.947729220222794,2.665753424657534,0.0,0.0,1326265.6438356163,5.358082940700945e-06,0.10419790104947525
423853,0.0,0.0,0.0,675000.0,7.0,4.0,1.0,0.030755,-11773.0,-2527.0,1.0,0.0,0.0,11.0,2.0,0.0,0.0,1.0,1.0,30.0,0.0,-313.0,52.00821917808219,34.65804066543438,7.1506849315068495,1.0,-1196.0,4826712.328767124,1.0593607305936073e-05,0.13749143970921351
307562,0.0,0.0,0.0,382500.0,1.0,1.0,5.0,0.00963,-4918.0,-2571.0,1.0,0.0,1.0,18.0,2.0,0.0,0.0,0.0,0.0,13.0,0.0,-3.0,29.0,34.48275862068966,0.9972602739726028,3.0,-239.0,381452.05479452055,2.6072164025427522e-06,0.03438828530940009
112292,0.0,1.0,1.0,161730.0,7.0,4.0,4.0,0.018209,-2835.0,-4091.0,1.0,1.0,1.0,4.0,3.0,0.0,1.0,1.0,0.0,7.0,0.0,-498.0,31.964383561643835,18.44022575679836,1.9945205479452055,2.0,-345.0,322573.8082191781,1.233240924964574e-05,0.062398217193794465
404803,0.0,0.0,0.0,450000.0,1.0,4.0,1.0,0.028663,-18.0,-1177.0,1.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,27.495890410958904,21.317416329140908,4.109589041095891,1.0,-511.0,1849315.0684931509,9.132420091324201e-06,0.14946193702670388
315392,1.0,1.0,1.0,270000.0,4.0,4.0,1.0,0.00496,-6880.0,-4084.0,1.0,0.0,0.0,6.0,2.0,0.0,0.0,1.0,1.0,41.0,0.0,-845.0,35.36986301369863,20.0,10.597260273972603,4.0,-455.0,2861260.273972603,3.924911212582446e-05,0.2996127033307514
407850,0.0,0.0,0.0,1078200.0,7.0,4.0,1.0,0.00733,-4328.0,-731.0,1.0,0.0,0.0,14.0,2.0,1.0,1.0,1.0,0.0,47.0,0.0,0.0,28.087671232876712,36.204291326684796,1.367123287671233,1.0,-837.0,1474032.3287671234,1.2679681762856919e-06,0.04867342957471713
232539,0.0,0.0,1.0,983160.0,7.0,4.0,1.0,0.010966,-6040.0,-2503.0,1.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,42.0,0.0,-1595.0,52.8027397260274,14.933697881066301,18.54794520547945,3.0,-368.0,18235597.808219176,1.886564262732358e-05,0.351268614123385
118105,0.0,0.0,0.0,781695.0,7.0,4.0,1.0,0.022625,-2268.0,-2175.0,1.0,1.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,55.0,0.0,-351.0,37.04383561643836,25.807458030010398,8.838356164383562,1.0,-248.0,6908898.821917809,1.1306655619370166e-05,0.23859182013164706
199172,0.0,1.0,0.0,545040.0,3.0,1.0,1.0,0.018801,-7995.0,-4674.0,0.0,0.0,1.0,18.0,2.0,0.0,0.0,0.0,0.0,57.0,0.0,-1882.0,61.18356164383562,27.659282941310803,0.0,2.0,-78.0,0.0,0.0,0.0
116616,0.0,0.0,1.0,704844.0,7.0,1.0,1.0,0.025164,-1549.0,-3094.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,11.0,3.0,-777.0,29.33150684931507,19.586344879329747,4.093150684931507,0.0,0.0,2885032.701369863,5.807172487715731e-06,0.1395479170558565
203306,1.0,1.0,0.0,270000.0,1.0,4.0,1.0,0.025164,-5165.0,-5165.0,1.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,33.0,0.0,-636.0,34.88493150684931,20.0,14.273972602739725,1.0,-333.0,3853972.6027397257,5.2866565195332314e-05,0.4091730150003927
265549,0.0,0.0,0.0,521280.0,3.0,4.0,5.0,0.018029,-2987.0,-837.0,0.0,0.0,0.0,18.0,3.0,0.0,0.0,0.0,0.0,57.0,0.0,-244.0,22.326027397260273,16.480295916915637,0.0,1.0,-297.0,0.0,0.0,0.0
355603,0.0,0.0,0.0,291915.0,7.0,4.0,5.0,0.02461,-3746.0,-4483.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,39.0,0.0,-1948.0,32.35890410958904,19.41634241245136,2.4356164383561643,4.0,-180.0,710992.9726027397,8.343580968282425e-06,0.07526881720430108
297352,0.0,0.0,0.0,587619.0,3.0,4.0,1.0,0.006852,-9951.0,-2884.0,0.0,0.0,0.0,18.0,3.0,0.0,0.0,0.0,0.0,57.0,0.0,-1928.0,52.95342465753425,31.002374169040834,0.0,1.0,-315.0,0.0,0.0,0.0
455978,0.0,0.0,0.0,450000.0,7.0,4.0,1.0,0.018634,-8028.0,-2529.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,42.0,0.0,-232.0,52.18904109589041,26.055237102657635,14.463013698630137,4.0,-226.0,6508356.164383561,3.21400304414003e-05,0.27712740826290094
347767,0.0,0.0,1.0,1123443.0,7.0,4.0,1.0,0.0196889999999999,-8382.0,-774.0,1.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,-80.0,47.293150684931504,34.06850436681223,4.794520547945205,5.0,-44.0,5386370.547945205,4.267702542937385e-06,0.1013787510137875
130938,0.0,0.0,1.0,787131.0,7.0,4.0,1.0,0.019101,-1286.0,-4304.0,1.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,33.0,0.0,-2813.0,42.986301369863014,30.106368330464715,1.915068493150685,1.0,-129.0,1507409.7780821917,2.4329730288232646e-06,0.044550669216061184
342888,0.0,1.0,0.0,177768.0,3.0,4.0,1.0,0.007305,-4293.0,-4319.0,0.0,0.0,0.0,18.0,3.0,0.0,1.0,0.0,0.0,57.0,0.0,0.0,61.85753424657534,19.2890625,0.0,1.0,-289.0,0.0,0.0,0.0
294487,1.0,1.0,0.0,135000.0,7.0,4.0,1.0,0.0228,-2822.0,-4463.0,1.0,1.0,1.0,14.0,2.0,0.0,0.0,0.0,0.0,42.0,0.0,-343.0,34.37534246575343,20.0,8.446575342465753,1.0,-147.0,1140287.6712328766,6.256722475900558e-05,0.24571610743604044
412050,0.0,1.0,1.0,450000.0,7.0,4.0,1.0,0.020713,-4902.0,-3229.0,1.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,-1363.0,32.175342465753424,16.54807214959457,8.819178082191781,1.0,-1232.0,3968630.1369863017,1.9598173515981735e-05,0.27409741144414174
325189,0.0,0.0,1.0,545040.0,3.0,4.0,1.0,0.020713,-9152.0,-5197.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,57.0,0.0,-1208.0,64.45205479452055,26.359085963003263,0.0,1.0,-126.0,0.0,0.0,0.0
441230,0.0,0.0,1.0,269550.0,3.0,4.0,1.0,0.016612,-2961.0,-4638.0,0.0,0.0,1.0,18.0,2.0,0.0,0.0,0.0,0.0,57.0,0.0,-1920.0,60.6,23.34372564302416,0.0,8.0,-296.0,0.0,0.0,0.0
418802,1.0,0.0,0.0,337500.0,1.0,4.0,1.0,0.035792,-9206.0,-715.0,1.0,0.0,0.0,15.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,-3307.0,47.04109589041096,20.0,1.1342465753424658,3.0,-64.0,382808.2191780822,3.360730593607306e-06,0.024111822947000584
364964,1.0,1.0,1.0,247500.0,7.0,4.0,3.0,0.019101,-10974.0,-3257.0,1.0,0.0,0.0,4.0,2.0,0.0,1.0,1.0,1.0,42.0,0.0,-1760.0,53.96986301369863,20.0,2.684931506849315,0.0,0.0,664520.5479452055,1.0848208108482082e-05,0.049748718209046146
398330,0.0,1.0,1.0,528633.0,3.0,4.0,1.0,0.020246,-10094.0,-4078.0,0.0,0.0,0.0,18.0,3.0,0.0,0.0,0.0,0.0,57.0,0.0,-38.0,58.032876712328765,22.57812800307515,0.0,2.0,-381.0,0.0,0.0,0.0
118590,0.0,0.0,1.0,1236816.0,1.0,4.0,4.0,0.0096569999999999,-4210.0,-4036.0,1.0,0.0,0.0,18.0,2.0,0.0,0.0,1.0,1.0,5.0,0.0,-6.0,41.71780821917808,37.759032834180516,7.027397260273973,3.0,-45.0,8691597.369863015,5.681845367681185e-06,0.16845077822289356
295755,0.0,1.0,0.0,695970.0,7.0,4.0,1.0,0.022625,-6240.0,-4341.0,1.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,14.0,0.0,-1678.0,59.61369863013699,19.515457413249212,3.8,1.0,-146.0,2644686.0,5.46000546000546e-06,0.06374373822326393
431109,0.0,0.0,0.0,288873.0,3.0,4.0,1.0,0.030755,-8724.0,-4299.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,57.0,0.0,-408.0,59.915068493150685,14.863162769159528,0.0,2.0,-359.0,0.0,0.0,0.0
361645,0.0,0.0,0.0,196213.5,7.0,4.0,1.0,0.00733,-7934.0,-4837.0,1.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,-4.0,38.134246575342466,13.621680724773508,2.1835616438356165,2.0,-470.0,428444.27260273974,1.1128498517357963e-05,0.05725986062217113
319536,0.0,1.0,1.0,993082.5,7.0,4.0,1.0,0.035792,-5406.0,-2691.0,1.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,52.56712328767123,25.13210340507915,2.638356164383562,1.0,-160.0,2620105.3356164386,2.656734122677181e-06,0.05019023297024027
108631,0.0,1.0,0.0,1546020.0,3.0,1.0,1.0,0.01885,-10094.0,-4375.0,0.0,0.0,1.0,18.0,2.0,0.0,0.0,0.0,0.0,57.0,1.0,-588.0,57.1972602739726,36.36710066687837,0.0,2.0,-480.0,0.0,0.0,0.0
346075,0.0,0.0,1.0,755190.0,1.0,1.0,1.0,0.002506,-1217.0,-987.0,1.0,0.0,0.0,17.0,2.0,0.0,0.0,1.0,1.0,5.0,0.0,-975.0,33.156164383561645,20.78781122259383,3.2465753424657535,2.0,-97.0,2451781.2328767125,4.299017919286211e-06,0.09791769955379276
362158,0.0,0.0,1.0,360000.0,7.0,4.0,4.0,0.0105,-5483.0,-913.0,1.0,0.0,1.0,11.0,3.0,0.0,0.0,0.0,0.0,30.0,0.0,-136.0,30.23835616438356,19.450522732798444,2.4356164383561643,1.0,-1388.0,876821.9178082191,6.7656012176560115e-06,0.08054725015855758
365702,0.0,0.0,0.0,808650.0,7.0,1.0,1.0,0.006852,-351.0,-3984.0,1.0,0.0,0.0,16.0,3.0,0.0,0.0,0.0,0.0,33.0,0.0,-400.0,58.47945205479452,30.844490216271886,1.8904109589041096,5.0,-22.0,1528680.8219178081,2.337736918202077e-06,0.03232607167955025
317954,0.0,0.0,0.0,835605.0,7.0,4.0,1.0,0.005084,-783.0,-1218.0,1.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,-417.0,48.40547945205479,28.100786924939467,3.3589041095890413,2.0,-860.0,2806717.0684931506,4.019727155281552e-06,0.06939098935929365
274176,0.0,1.0,0.0,315000.0,7.0,1.0,1.0,0.028663,-4353.0,-2492.0,1.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,-258.0,31.005479452054793,15.263846489315307,1.5041095890410958,0.0,0.0,473794.52054794517,4.774951076320939e-06,0.0485110895113546
307542,0.0,1.0,0.0,808650.0,7.0,2.0,1.0,0.002042,-1642.0,-260.0,1.0,0.0,0.0,18.0,3.0,0.0,0.0,0.0,0.0,16.0,0.0,-920.0,45.79178082191781,25.700800915331808,3.0191780821917806,0.0,0.0,2441458.3561643832,3.733603020085056e-06,0.06593275098719635
151260,0.0,1.0,1.0,152820.0,4.0,2.0,1.0,0.010147,-4342.0,-1821.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,34.0,0.0,-206.0,27.898630136986302,8.36659275683666,2.958904109589041,5.0,-112.0,452179.72602739726,1.936202139503364e-05,0.10605911813807326
247154,0.0,1.0,1.0,269550.0,7.0,4.0,1.0,0.016612,-1907.0,-4523.0,1.0,1.0,0.0,8.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,-1753.0,35.295890410958904,12.912265574477258,0.5506849315068493,0.0,0.0,148437.12328767122,2.042978785037467e-06,0.015601956066133663
346529,0.0,0.0,0.0,663093.0,3.0,4.0,1.0,0.018029,-10668.0,-4010.0,0.0,0.0,0.0,18.0,3.0,0.0,0.0,0.0,0.0,57.0,0.0,-970.0,59.83835616438356,33.9760202905234,0.0,1.0,-332.0,0.0,0.0,0.0
233001,0.0,0.0,1.0,900000.0,7.0,1.0,1.0,0.016612,-6809.0,-923.0,1.0,0.0,1.0,18.0,2.0,0.0,0.0,1.0,1.0,5.0,0.0,-1688.0,47.62191780821918,34.19972640218878,7.934246575342466,2.0,-700.0,7140821.91780822,8.815829528158296e-06,0.1666091358876999
119038,0.0,0.0,0.0,338832.0,3.0,4.0,1.0,0.00733,-4282.0,-3987.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,57.0,0.0,-645.0,56.49041095890411,13.307882644043831,0.0,2.0,-484.0,0.0,0.0,0.0
199388,0.0,0.0,0.0,900000.0,4.0,4.0,1.0,0.00702,-2337.0,-2744.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,39.0,0.0,-588.0,37.68493150684932,34.03096818104475,5.071232876712329,1.0,-480.0,4564109.589041096,5.634703196347032e-06,0.13456924754634678
437839,0.0,0.0,0.0,284400.0,3.0,4.0,1.0,0.035792,-7829.0,-4647.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,57.0,0.0,-1555.0,66.26301369863013,16.225930680359436,0.0,1.0,-960.0,0.0,0.0,0.0
233050,0.0,0.0,0.0,889515.0,7.0,4.0,1.0,0.008625,-3648.0,-3220.0,1.0,0.0,0.0,14.0,2.0,0.0,0.0,1.0,1.0,42.0,0.0,-5.0,54.95890410958904,37.91139240506329,4.1945205479452055,2.0,-474.0,3731088.9452054794,4.715514126175731e-06,0.076321036889332
305175,1.0,1.0,0.0,382500.0,1.0,1.0,1.0,0.018801,-3053.0,-4146.0,1.0,1.0,1.0,16.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,-1622.0,33.0958904109589,20.0,4.786301369863014,7.0,-102.0,1830760.2739726028,1.2513206195720299e-05,0.14461920529801325
382488,0.0,0.0,0.0,1119937.5,7.0,4.0,1.0,0.020246,-8087.0,-4437.0,1.0,0.0,1.0,10.0,3.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,44.8986301369863,30.152047492125032,13.219178082191782,2.0,-232.0,14804653.25342466,1.1803496250631649e-05,0.2944227483524531
265263,0.0,1.0,0.0,808650.0,7.0,4.0,1.0,0.026392,-10127.0,-2139.0,1.0,1.0,1.0,14.0,2.0,0.0,0.0,0.0,0.0,51.0,0.0,-742.0,50.9972602739726,30.99879247886838,0.14520547945205478,1.0,-649.0,117420.4109589041,1.7956529951407256e-07,0.002847319222090899
270508,0.0,0.0,1.0,1762110.0,1.0,2.0,1.0,0.032561,-1956.0,-1994.0,1.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,-419.0,50.73150684931507,26.20315845824411,10.805479452054794,3.0,-27.0,19040443.39726027,6.132125379263947e-06,0.21299346546416806
147029,0.0,1.0,1.0,255960.0,7.0,1.0,1.0,0.010643,-4022.0,-4025.0,1.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,42.0,0.0,-608.0,33.345205479452055,12.575724076940084,2.1095890410958904,2.0,-202.0,539970.4109589041,8.241869983965816e-06,0.06326513844384192
371975,0.0,0.0,0.0,545040.0,1.0,4.0,5.0,0.02461,-5136.0,-894.0,1.0,0.0,0.0,8.0,2.0,0.0,0.0,1.0,1.0,3.0,0.0,-171.0,31.663013698630138,14.910747260864213,2.3095890410958906,0.0,0.0,1258818.4109589043,4.237467050300694e-06,0.0729428052262698
452094,0.0,1.0,0.0,497520.0,7.0,1.0,1.0,0.022625,-1440.0,-3132.0,1.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,-1002.0,32.556164383561644,14.90629634623163,8.38082191780822,0.0,0.0,4169626.5205479455,1.6845196007815202e-05,0.2574265757805268
353764,0.0,0.0,0.0,945000.0,7.0,4.0,2.0,0.02461,-7630.0,-3969.0,1.0,1.0,1.0,8.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,-256.0,59.676712328767124,25.21916656659061,10.301369863013699,2.0,-180.0,9734794.520547945,1.0900920489961586e-05,0.17261959416031586
353702,0.0,0.0,0.0,178290.0,3.0,4.0,2.0,0.025164,-1918.0,-4230.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,57.0,0.0,-1253.0,66.76712328767124,17.679607318161533,0.0,0.0,0.0,0.0,0.0,0.0
168024,0.0,0.0,0.0,728460.0,7.0,4.0,1.0,0.010032,-1777.0,-2595.0,1.0,0.0,0.0,17.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,-1182.0,37.18904109589041,17.90906073680717,4.3561643835616435,0.0,0.0,3173291.506849315,5.979963736597265e-06,0.11713570060409606
411461,0.0,1.0,0.0,229500.0,7.0,4.0,5.0,0.020246,-4600.0,-2192.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,35.0,0.0,-291.0,55.986301369863014,15.510948905109489,6.9150684931506845,1.0,-273.0,1587008.2191780822,3.0131017399349387e-05,0.12351357964276975
403895,0.0,0.0,0.0,296280.0,7.0,4.0,1.0,0.028663,-3262.0,-1654.0,1.0,1.0,0.0,8.0,2.0,0.0,0.0,1.0,1.0,16.0,0.0,-13.0,49.68219178082192,19.589407914311217,11.550684931506849,1.0,-336.0,3422236.9315068494,3.8985705857657785e-05,0.23249145252012793
229007,0.0,1.0,0.0,490005.0,7.0,4.0,1.0,0.006296,-10.0,-4357.0,1.0,0.0,1.0,8.0,3.0,1.0,1.0,1.0,1.0,7.0,0.0,-589.0,37.41917808219178,16.476017551823272,2.4356164383561643,0.0,0.0,1193464.2328767122,4.970595072205721e-06,0.06509005710938644
231478,0.0,1.0,0.0,274500.0,1.0,4.0,1.0,0.00702,-2057.0,-3901.0,1.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,31.350684931506848,17.758369723435226,8.345205479452055,2.0,-1392.0,2290758.9041095893,3.040147715647379e-05,0.2661889364677095
